Index,Title,Author,Year,URL,DOI,Journal,Type,Status,FilePath,Abstract
204,VirtualOffshore: An Interactive 3D Offshore Environment for Embodied Agents,"Gu, Zeng and Zhang, Jiatao and Tang, Lanling and Liang, Qingmiao and Song, Wei and Zhu, Shiqiang",2024,https://doi.org/10.1007/978-981-97-5675-9_12,10.1007/978-981-97-5675-9_12,,inproceedings,Failed,,"Offshore platforms in the oil and gas industry require specialized robotic agents to maintain operational efficiency and safety. However, developing and training these agents directly on real-world offshore platforms is both complex and costly. Utilizing simulation environments can streamline thi..."
205,Participatory Design Investigation for Spatial Interactions in Ageing Population,"Zhou, Dezijian and Zhao, Yi and Xie, Jialing and Bian, Wenkai and Deng, Yuanyuan and Globa, Anastasia",2025,,,,inproceedings,Failed,,"With the accelerating growth of the aging population and changes in family structures, the demand for supportive living environments and social interaction among older adults has grown significantly. However, traditional qualitative methods often fail to fully capture the nuanced needs of older a..."
206,"Tasks, Copilots, and the Future of Search: A Keynote at SIGIR 2023","White, Ryen W.",2024,https://doi.org/10.1145/3642979.3642985,10.1145/3642979.3642985,SIGIR Forum,article,Failed,,"Search is far from being a solved problem. While search engines may cope well with simple tasks, searchers and systems struggle as task complexity increases. Task is central to the search process, motivating the search and driving search behavior. Complex search tasks require more than support fo..."
207,"RAIIE '24: Proceedings of the 2024 3rd International Symposium on Robotics, Artificial Intelligence and Information Engineering",,2024,,,,proceedings,Failed,,
208,An AIOps Approach to Data Cloud Based on Large Language Models,"Chen, Honghua and Qiu, Xinyuan and Ren, Kelan and Cui, Xiaolong",2024,https://doi.org/10.1145/3690407.3690515,10.1145/3690407.3690515,,inproceedings,Failed,,"In order to overcome the challenges of inefficiency, high error rate and poor scalability in the traditional operations model, and to ensure that the data cloud can provide efficient and stable quality of service, this study explores AIOps strategies for data clouds. This study proposes an AIOps ..."
839,Front Matter,,2024,,,,inproceedings,Failed,,
210,Foundation Models for the Digital Twins Creation of Cyber-Physical Systems,"Ali, Shaukat and Arcaini, Paolo and Arrieta, Aitor",2024,https://doi.org/10.1007/978-3-031-75390-9_2,10.1007/978-3-031-75390-9_2,,inproceedings,Failed,,"Foundation models are trained on a large amount of data to learn generic patterns. Consequently, these models can be used and fine-tuned for various purposes. Naturally, studying such models’ use in the context of digital twins for cyber-physical systems (CPSs) is a relevant area of investigation..."
211,Tackling vision language tasks through learning inner monologues,"Yang, Diji and Chen, Kezhen and Rao, Jinmeng and Guo, Xiaoyuan and Zhang, Yawen and Yang, Jie and Zhang, Yi",2024,https://doi.org/10.1609/aaai.v38i17.29905,10.1609/aaai.v38i17.29905,,inproceedings,Success,papers/Tackling vision language tasks through learning inner monologues_2024.pdf,"Visual language tasks such as Visual Question Answering (VQA) or Visual Entailment (VE) require AI models to comprehend and reason with both visual and textual content. Driven by the power of Large Language Models (LLMs), two prominent methods have emerged: (1) the hybrid integration between LLMs..."
212,LLM-powered synthetic environments for self-driving scenarios,"Adekanye, Oluwanifemi Adebayo Moses",2024,https://doi.org/10.1609/aaai.v38i21.30540,10.1609/aaai.v38i21.30540,,inproceedings,Success,papers/LLM-powered synthetic environments for self-driving scenarios_2024.pdf,"This paper outlines a proposal exploring the potential use of large language models (LLMs), particularly GPT-4, in crafting realistic synthetic environments for self-driving scenarios. The envisioned approach involves dynamic scene generation within game engines, leveraging LLMs to introduce chal..."
213,Demonstrating TOM: A Development Platform For Wearable Intelligent Assistants,"Janaka, Nuwan and Zhao, Shengdong and Hsu, David and Tan Jing Wen, Sherisse and Koh, Chun Keat",2024,https://doi.org/10.1145/3675094.3677551,10.1145/3675094.3677551,,inproceedings,Failed,,"Advanced wearable digital assistants can significantly enhance task performance, reduce user burden, and provide personalized guidance to improve users' abilities. However, developing these assistants presents several challenges. To address this, we introduce TOM (The Other Me), a conceptual arch..."
214,LLM Voting: Human Choices and AI Collective Decision-Making,"Yang, Joshua C. and Dailisan, Damian and Korecki, Marcin and Hausladen, Carina I. and Helbing, Dirk",2025,,,,inproceedings,Failed,,"This paper investigates the voting behaviors of Large Language Models (LLMs), specifically GPT-4 and LLaMA-2, their biases, and how they align with human voting patterns. Our methodology involved using a dataset from a human voting experiment to establish a baseline for human preferences and cond..."
839,Front Matter,,2024,,,,inproceedings,Failed,,
839,Front Matter,,2024,,,,inproceedings,Failed,,
217,Large models for intelligent transportation systems and autonomous vehicles: A survey,"Gan, Lu and Chu, Wenbo and Li, Guofa and Tang, Xiaolin and Li, Keqiang",2024,https://doi.org/10.1016/j.aei.2024.102786,10.1016/j.aei.2024.102786,Adv. Eng. Inform.,article,Failed,,
218,Intelligent Agents with LLM-based Process Automation,"Guan, Yanchu and Wang, Dong and Chu, Zhixuan and Wang, Shiyu and Ni, Feiyue and Song, Ruihua and Zhuang, Chenyi",2024,https://doi.org/10.1145/3637528.3671646,10.1145/3637528.3671646,,inproceedings,Failed,,"While intelligent virtual assistants like Siri, Alexa, and Google Assistant have become ubiquitous in modern life, they still face limitations in their ability to follow multi-step instructions and accomplish complex goals articulated in natural language. However, recent breakthroughs in large la..."
839,Front Matter,,2024,,,,inproceedings,Failed,,
292,Contents,,2023,https://doi.org/10.1016/S1877-0509(23)01659-9,10.1016/S1877-0509(23)01659-9,Procedia Comput. Sci.,article,Failed,,
221,A decision-support agent framework and its application in industry,"Chen, Hongzhi and Pang, Feng",2024,https://doi.org/10.1145/3672919.3672945,10.1145/3672919.3672945,,inproceedings,Failed,,"With a rapid development of artificial intelligence generative content (AIGC), a set of human-machine interactive models have been changed. However, with limited understanding of the purposes of industry, even though fined-tuned by the professional data. The manuscript proposes a multi-role, self..."
222,Can LLMs Make Robots Smarter?,"Greengard, Samuel",2025,https://doi.org/10.1145/3701227,10.1145/3701227,Commun. ACM,article,Failed,,"Large language models may be used to do a lot of the planning that robots require, from within the robot."
839,Front Matter,,2024,,,,inproceedings,Failed,,
224,"Position: towards unified alignment between agents, humans, and environment","Yang, Zonghan and Liu, An and Liu, Zijun and Liu, Kaiming and Xiong, Fangzhou and Wang, Yile and Yang, Zeyuan and Hu, Qingyuan and Chen, Xinrui and Zhang, Zhenhe and Luo, Fuwen and Guo, Zhicheng and Li, Peng and Liu, Yang",2024,,,,inproceedings,Failed,,"The rapid progress of foundation models has led to the prosperity of autonomous agents, which leverage the universal capabilities of foundation models to conduct reasoning, decision-making, and environmental interaction. However, the efficacy of agents remains limited when operating in intricate,..."
839,Front Matter,,2024,,,,inproceedings,Failed,,
226,A Task-Interaction Framework to Monitor Mobile Learning Activities Based on Artificial Intelligence and Augmented Reality,"Arrigo, Marco and Farella, Mariella and Fulantelli, Giovanni and Schicchi, Daniele and Taibi, Davide",2024,https://doi.org/10.1007/978-3-031-71707-9_26,10.1007/978-3-031-71707-9_26,,inproceedings,Failed,,"The complexity behind the analysis of mobile learning activities has requested the development of specifically designed frameworks. When students are involved in mobile learning experiences, they interact with the context in which the activities occur, the content they have access to, with peers ..."
227,The Current Challenges of Software Engineering in the Era of Large Language Models,"Gao, Cuiyun and Hu, Xing and Gao, Shan and Xia, Xin and Jin, Zhi",2025,https://doi.org/10.1145/3712005,10.1145/3712005,ACM Trans. Softw. Eng. Methodol.,article,Failed,,"With the advent of large language models (LLMs) in the artificial intelligence (AI) area, the field of software engineering (SE) has also witnessed a paradigm shift. These models, by leveraging the power of deep learning and massive amounts of data, have demonstrated an unprecedented capacity to ..."
228,D-Bot: Database Diagnosis System using Large Language Models,"Zhou, Xuanhe and Li, Guoliang and Sun, Zhaoyan and Liu, Zhiyuan and Chen, Weize and Wu, Jianming and Liu, Jiesi and Feng, Ruohang and Zeng, Guoyang",2024,https://doi.org/10.14778/3675034.3675043,10.14778/3675034.3675043,Proc. VLDB Endow.,article,Failed,,"Database administrators (DBAs) play an important role in managing database systems. However, it is hard and tedious for DBAs to manage vast database instances and give timely response (waiting for hours is intolerable in many online cases). In addition, existing empirical methods only support lim..."
229,Invited Paper: Security and Privacy in Large Language and Foundation Models: A Survey on GenAI Attacks,"Italiano, Giuseppe Francesco and Martino, Alessio and Piccardo, Giorgio",2025,https://doi.org/10.1007/978-3-031-81404-4_1,10.1007/978-3-031-81404-4_1,,inproceedings,Failed,,"As Large Language Models and Foundation Models continue to evolve and integrate into various aspects of our society, understanding their capabilities, limitations, and potential vulnerabilities becomes of the utmost importance. In this paper, we aim at exploring the security and privacy landscape..."
230,Towards cognition-augmented human-centric assembly: A visual computation perspective,"Pang, Jiazhen and Zheng, Pai and Fan, Junming and Liu, Tianyuan",2025,https://doi.org/10.1016/j.rcim.2024.102852,10.1016/j.rcim.2024.102852,Robot. Comput.-Integr. Manuf.,article,Failed,,
839,Front Matter,,2024,,,,inproceedings,Failed,,
232,"A Review on Edge Large Language Models: Design, Execution, and Applications","Zheng, Yue and Chen, Yuhao and Qian, Bin and Shi, Xiufang and Shu, Yuanchao and Chen, Jiming",2025,https://doi.org/10.1145/3719664,10.1145/3719664,ACM Comput. Surv.,article,Failed,,"Large language models (LLMs) have revolutionized natural language processing with their exceptional understanding, synthesizing, and reasoning capabilities. However, deploying LLMs on resource-constrained edge devices presents significant challenges due to computational limitations, memory constr..."
233,"AISNS '24: Proceedings of the 2024 2nd International Conference on Artificial Intelligence, Systems and Network Security",,2024,,,,proceedings,Failed,,
234,Reasoning and Planning with Large Language Models in Code Development,"Ding, Hao and Fan, Ziwei and Guehring, Ingo and Gupta, Gaurav and Ha, Wooseok and Huan, Jun and Liu, Linbo and Omidvar-Tehrani, Behrooz and Wang, Shiqi and Zhou, Hao",2024,https://doi.org/10.1145/3637528.3671452,10.1145/3637528.3671452,,inproceedings,Failed,,"Large Language Models (LLMs) are revolutionizing the field of code development by leveraging their deep understanding of code patterns, syntax, and semantics to assist developers in various tasks, from code generation and testing to code understanding and documentation. In this survey, accompanyi..."
235,Empowering Embodied Visual Tracking with Visual Foundation Models and Offline RL,"Zhong, Fangwei and Wu, Kui and Ci, Hai and Wang, Churan and Chen, Hao",2024,https://doi.org/10.1007/978-3-031-73464-9_9,10.1007/978-3-031-73464-9_9,,inproceedings,Success,papers/Empowering Embodied Visual Tracking with Visual Foundation Models and Offline RL_2024.pdf,"Embodied visual tracking is to follow a target object in dynamic 3D environments using an agent’s egocentric vision. This is a vital and challenging skill for embodied agents. However, existing methods suffer from inefficient training and poor generalization. In this paper, we propose a novel fra..."
